GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,TRUSTA,RES_ONLYA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RNHE001,RR7E001,NAME_M,RNHM001,RR7M001
"G2001970","2005-2009",,,"Kansas","20","Wabaunsee County","197",,,,,,,,,,,,,,,,,,,,,,,,,,"Wabaunsee County, Kansas",53414,94300,"Wabaunsee County, Kansas",3840,7025
"G2001990","2005-2009",,,"Kansas","20","Wallace County","199",,,,,,,,,,,,,,,,,,,,,,,,,,"Wallace County, Kansas",38560,52700,"Wallace County, Kansas",3456,8160
"G2002010","2005-2009",,,"Kansas","20","Washington County","201",,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Kansas",37184,52700,"Washington County, Kansas",2511,4529
"G2002030","2005-2009",,,"Kansas","20","Wichita County","203",,,,,,,,,,,,,,,,,,,,,,,,,,"Wichita County, Kansas",40450,66400,"Wichita County, Kansas",6443,5524
"G2002050","2005-2009",,,"Kansas","20","Wilson County","205",,,,,,,,,,,,,,,,,,,,,,,,,,"Wilson County, Kansas",37985,55900,"Wilson County, Kansas",4122,4125
"G2002070","2005-2009",,,"Kansas","20","Woodson County","207",,,,,,,,,,,,,,,,,,,,,,,,,,"Woodson County, Kansas",29681,46700,"Woodson County, Kansas",4578,4639
"G2002090","2005-2009",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,,,,,,,,,"Wyandotte County, Kansas",37998,95800,"Wyandotte County, Kansas",920,1497
"G2100010","2005-2009",,,"Kentucky","21","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Adair County, Kentucky",29247,79100,"Adair County, Kentucky",1835,5160
"G2100030","2005-2009",,,"Kentucky","21","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Allen County, Kentucky",33929,85400,"Allen County, Kentucky",2080,3606
"G2100050","2005-2009",,,"Kentucky","21","Anderson County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson County, Kentucky",51164,134400,"Anderson County, Kentucky",3165,6274
"G2100070","2005-2009",,,"Kentucky","21","Ballard County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Ballard County, Kentucky",41276,72600,"Ballard County, Kentucky",4566,6596
"G2100090","2005-2009",,,"Kentucky","21","Barren County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Barren County, Kentucky",36919,95000,"Barren County, Kentucky",2028,4229
"G2100110","2005-2009",,,"Kentucky","21","Bath County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Bath County, Kentucky",29054,75300,"Bath County, Kentucky",2684,5458
"G2100130","2005-2009",,,"Kentucky","21","Bell County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Bell County, Kentucky",22559,56500,"Bell County, Kentucky",2249,3829
"G2100150","2005-2009",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Kentucky",65964,173800,"Boone County, Kentucky",2156,3369
"G2100170","2005-2009",,,"Kentucky","21","Bourbon County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Bourbon County, Kentucky",38301,134000,"Bourbon County, Kentucky",3373,8791
"G2100190","2005-2009",,,"Kentucky","21","Boyd County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Boyd County, Kentucky",39309,89600,"Boyd County, Kentucky",1995,2961
"G2100210","2005-2009",,,"Kentucky","21","Boyle County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Boyle County, Kentucky",39113,120600,"Boyle County, Kentucky",1869,5664
"G2100230","2005-2009",,,"Kentucky","21","Bracken County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Bracken County, Kentucky",36967,87400,"Bracken County, Kentucky",3856,5675
"G2100250","2005-2009",,,"Kentucky","21","Breathitt County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"Breathitt County, Kentucky",19329,40200,"Breathitt County, Kentucky",2817,6483
"G2100270","2005-2009",,,"Kentucky","21","Breckinridge County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Breckinridge County, Kentucky",37694,81100,"Breckinridge County, Kentucky",4171,5473
"G2100290","2005-2009",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"Bullitt County, Kentucky",52594,140000,"Bullitt County, Kentucky",1621,3092
"G2100310","2005-2009",,,"Kentucky","21","Butler County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Kentucky",33063,73400,"Butler County, Kentucky",3573,4061
"G2100330","2005-2009",,,"Kentucky","21","Caldwell County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, Kentucky",36929,68500,"Caldwell County, Kentucky",3417,5464
"G2100350","2005-2009",,,"Kentucky","21","Calloway County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"Calloway County, Kentucky",36632,98400,"Calloway County, Kentucky",2368,4515
"G2100370","2005-2009",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"Campbell County, Kentucky",51890,141300,"Campbell County, Kentucky",1784,2713
"G2100390","2005-2009",,,"Kentucky","21","Carlisle County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"Carlisle County, Kentucky",33468,66400,"Carlisle County, Kentucky",4017,7522
"G2100410","2005-2009",,,"Kentucky","21","Carroll County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Kentucky",44087,113500,"Carroll County, Kentucky",5443,11767
"G2100430","2005-2009",,,"Kentucky","21","Carter County","043",,,,,,,,,,,,,,,,,,,,,,,,,,"Carter County, Kentucky",33232,71100,"Carter County, Kentucky",2067,4422
"G2100450","2005-2009",,,"Kentucky","21","Casey County","045",,,,,,,,,,,,,,,,,,,,,,,,,,"Casey County, Kentucky",26079,67000,"Casey County, Kentucky",2253,11387
"G2100470","2005-2009",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,,,,,,,,,"Christian County, Kentucky",36760,92100,"Christian County, Kentucky",1419,2816
"G2100490","2005-2009",,,"Kentucky","21","Clark County","049",,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Kentucky",45171,133500,"Clark County, Kentucky",2883,5327
"G2100510","2005-2009",,,"Kentucky","21","Clay County","051",,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Kentucky",22986,50700,"Clay County, Kentucky",2226,3862
"G2100530","2005-2009",,,"Kentucky","21","Clinton County","053",,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Kentucky",23187,57600,"Clinton County, Kentucky",3497,8546
"G2100550","2005-2009",,,"Kentucky","21","Crittenden County","055",,,,,,,,,,,,,,,,,,,,,,,,,,"Crittenden County, Kentucky",34554,70500,"Crittenden County, Kentucky",3050,6528
"G2100570","2005-2009",,,"Kentucky","21","Cumberland County","057",,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Kentucky",27802,67900,"Cumberland County, Kentucky",2737,5877
"G2100590","2005-2009",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,,,,,,,,,"Daviess County, Kentucky",42268,104200,"Daviess County, Kentucky",1074,2609
"G2100610","2005-2009",,,"Kentucky","21","Edmonson County","061",,,,,,,,,,,,,,,,,,,,,,,,,,"Edmonson County, Kentucky",34678,82400,"Edmonson County, Kentucky",3016,4433
"G2100630","2005-2009",,,"Kentucky","21","Elliott County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"Elliott County, Kentucky",23426,63800,"Elliott County, Kentucky",6546,7373
"G2100650","2005-2009",,,"Kentucky","21","Estill County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"Estill County, Kentucky",26390,71200,"Estill County, Kentucky",2107,5361
"G2100670","2005-2009",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Kentucky",46874,155400,"Fayette County, Kentucky",882,2089
"G2100690","2005-2009",,,"Kentucky","21","Fleming County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"Fleming County, Kentucky",30352,81000,"Fleming County, Kentucky",2712,4975
"G2100710","2005-2009",,,"Kentucky","21","Floyd County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Kentucky",28479,63000,"Floyd County, Kentucky",1941,3273
"G2100730","2005-2009",,,"Kentucky","21","Franklin County","073",,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Kentucky",48273,132700,"Franklin County, Kentucky",2576,3759
"G2100750","2005-2009",,,"Kentucky","21","Fulton County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Kentucky",28973,53800,"Fulton County, Kentucky",4278,5192
"G2100770","2005-2009",,,"Kentucky","21","Gallatin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"Gallatin County, Kentucky",40700,125600,"Gallatin County, Kentucky",7163,13272
"G2100790","2005-2009",,,"Kentucky","21","Garrard County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"Garrard County, Kentucky",37112,107400,"Garrard County, Kentucky",4156,14132
"G2100810","2005-2009",,,"Kentucky","21","Grant County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Kentucky",42405,114900,"Grant County, Kentucky",2590,6033
"G2100830","2005-2009",,,"Kentucky","21","Graves County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"Graves County, Kentucky",35107,84800,"Graves County, Kentucky",2081,4268
"G2100850","2005-2009",,,"Kentucky","21","Grayson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"Grayson County, Kentucky",33091,83600,"Grayson County, Kentucky",3009,4118
"G2100870","2005-2009",,,"Kentucky","21","Green County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"Green County, Kentucky",38333,79300,"Green County, Kentucky",6541,6992
"G2100890","2005-2009",,,"Kentucky","21","Greenup County","089",,,,,,,,,,,,,,,,,,,,,,,,,,"Greenup County, Kentucky",40110,85600,"Greenup County, Kentucky",2964,2621
"G2100910","2005-2009",,,"Kentucky","21","Hancock County","091",,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Kentucky",44891,84200,"Hancock County, Kentucky",4331,3988
"G2100930","2005-2009",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Kentucky",46098,126600,"Hardin County, Kentucky",1529,3813
"G2100950","2005-2009",,,"Kentucky","21","Harlan County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"Harlan County, Kentucky",27101,52900,"Harlan County, Kentucky",2267,2792
"G2100970","2005-2009",,,"Kentucky","21","Harrison County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Kentucky",39928,108800,"Harrison County, Kentucky",4176,8102
"G2100990","2005-2009",,,"Kentucky","21","Hart County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"Hart County, Kentucky",29743,77800,"Hart County, Kentucky",2960,5469
"G2101010","2005-2009",,,"Kentucky","21","Henderson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Kentucky",41315,98400,"Henderson County, Kentucky",2227,3978
"G2101030","2005-2009",,,"Kentucky","21","Henry County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Kentucky",43491,119600,"Henry County, Kentucky",2644,6654
"G2101050","2005-2009",,,"Kentucky","21","Hickman County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"Hickman County, Kentucky",30932,59200,"Hickman County, Kentucky",2807,9936
"G2101070","2005-2009",,,"Kentucky","21","Hopkins County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"Hopkins County, Kentucky",39096,73000,"Hopkins County, Kentucky",1648,2455
"G2101090","2005-2009",,,"Kentucky","21","Jackson County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Kentucky",26360,63000,"Jackson County, Kentucky",2739,4130
"G2101110","2005-2009",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Kentucky",45440,143800,"Jefferson County, Kentucky",556,865
"G2101130","2005-2009",,,"Kentucky","21","Jessamine County","113",,,,,,,,,,,,,,,,,,,,,,,,,,"Jessamine County, Kentucky",48577,149900,"Jessamine County, Kentucky",2720,4805
"G2101150","2005-2009",,,"Kentucky","21","Johnson County","115",,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Kentucky",32403,71900,"Johnson County, Kentucky",6020,5005
"G2101170","2005-2009",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,,,,,,,,,"Kenton County, Kentucky",53219,142700,"Kenton County, Kentucky",1243,2010
"G2101190","2005-2009",,,"Kentucky","21","Knott County","119",,,,,,,,,,,,,,,,,,,,,,,,,,"Knott County, Kentucky",28231,54600,"Knott County, Kentucky",3141,4148
"G2101210","2005-2009",,,"Kentucky","21","Knox County","121",,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Kentucky",21195,64000,"Knox County, Kentucky",2973,4924
"G2101230","2005-2009",,,"Kentucky","21","Larue County","123",,,,,,,,,,,,,,,,,,,,,,,,,,"Larue County, Kentucky",38970,92600,"Larue County, Kentucky",3935,7681
"G2101250","2005-2009",,,"Kentucky","21","Laurel County","125",,,,,,,,,,,,,,,,,,,,,,,,,,"Laurel County, Kentucky",35330,93000,"Laurel County, Kentucky",1949,4581
"G2101270","2005-2009",,,"Kentucky","21","Lawrence County","127",,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Kentucky",27002,61400,"Lawrence County, Kentucky",2995,4412
"G2101290","2005-2009",,,"Kentucky","21","Lee County","129",,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Kentucky",19104,51600,"Lee County, Kentucky",2940,6615
"G2101310","2005-2009",,,"Kentucky","21","Leslie County","131",,,,,,,,,,,,,,,,,,,,,,,,,,"Leslie County, Kentucky",24848,53100,"Leslie County, Kentucky",4495,4327
"G2101330","2005-2009",,,"Kentucky","21","Letcher County","133",,,,,,,,,,,,,,,,,,,,,,,,,,"Letcher County, Kentucky",28383,46000,"Letcher County, Kentucky",4362,4537
"G2101350","2005-2009",,,"Kentucky","21","Lewis County","135",,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Kentucky",25885,52500,"Lewis County, Kentucky",2954,4840
"G2101370","2005-2009",,,"Kentucky","21","Lincoln County","137",,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Kentucky",33531,80700,"Lincoln County, Kentucky",1343,4880
"G2101390","2005-2009",,,"Kentucky","21","Livingston County","139",,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, Kentucky",40913,77400,"Livingston County, Kentucky",3839,5582
"G2101410","2005-2009",,,"Kentucky","21","Logan County","141",,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Kentucky",37376,84200,"Logan County, Kentucky",2734,3896
"G2101430","2005-2009",,,"Kentucky","21","Lyon County","143",,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Kentucky",39934,90900,"Lyon County, Kentucky",4657,8017
"G2101450","2005-2009",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,,,,,,,,,"McCracken County, Kentucky",40847,102300,"McCracken County, Kentucky",1473,4024
"G2101470","2005-2009",,,"Kentucky","21","McCreary County","147",,,,,,,,,,,,,,,,,,,,,,,,,,"McCreary County, Kentucky",22441,64100,"McCreary County, Kentucky",2165,3466
"G2101490","2005-2009",,,"Kentucky","21","McLean County","149",,,,,,,,,,,,,,,,,,,,,,,,,,"McLean County, Kentucky",39857,73200,"McLean County, Kentucky",5813,5547
"G2101510","2005-2009",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Kentucky",39854,136900,"Madison County, Kentucky",1532,3292
"G2101530","2005-2009",,,"Kentucky","21","Magoffin County","153",,,,,,,,,,,,,,,,,,,,,,,,,,"Magoffin County, Kentucky",19556,47500,"Magoffin County, Kentucky",2115,6924
"G2101550","2005-2009",,,"Kentucky","21","Marion County","155",,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Kentucky",37239,91800,"Marion County, Kentucky",3921,5725
"G2101570","2005-2009",,,"Kentucky","21","Marshall County","157",,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Kentucky",41892,92000,"Marshall County, Kentucky",1652,6416
"G2101590","2005-2009",,,"Kentucky","21","Martin County","159",,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Kentucky",22692,52500,"Martin County, Kentucky",2403,9178
"G2101610","2005-2009",,,"Kentucky","21","Mason County","161",,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Kentucky",37107,94100,"Mason County, Kentucky",3773,4584
"G2101630","2005-2009",,,"Kentucky","21","Meade County","163",,,,,,,,,,,,,,,,,,,,,,,,,,"Meade County, Kentucky",42868,104500,"Meade County, Kentucky",2061,7084
"G2101650","2005-2009",,,"Kentucky","21","Menifee County","165",,,,,,,,,,,,,,,,,,,,,,,,,,"Menifee County, Kentucky",29224,66900,"Menifee County, Kentucky",3641,4891
"G2101670","2005-2009",,,"Kentucky","21","Mercer County","167",,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, Kentucky",43969,121800,"Mercer County, Kentucky",2180,6038
"G2101690","2005-2009",,,"Kentucky","21","Metcalfe County","169",,,,,,,,,,,,,,,,,,,,,,,,,,"Metcalfe County, Kentucky",35011,73500,"Metcalfe County, Kentucky",2562,7611
"G2101710","2005-2009",,,"Kentucky","21","Monroe County","171",,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Kentucky",28871,67400,"Monroe County, Kentucky",2186,7607
"G2101730","2005-2009",,,"Kentucky","21","Montgomery County","173",,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Kentucky",34315,99700,"Montgomery County, Kentucky",3513,6768
"G2101750","2005-2009",,,"Kentucky","21","Morgan County","175",,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Kentucky",31322,70900,"Morgan County, Kentucky",3139,8562
"G2101770","2005-2009",,,"Kentucky","21","Muhlenberg County","177",,,,,,,,,,,,,,,,,,,,,,,,,,"Muhlenberg County, Kentucky",35617,71900,"Muhlenberg County, Kentucky",2843,3320
"G2101790","2005-2009",,,"Kentucky","21","Nelson County","179",,,,,,,,,,,,,,,,,,,,,,,,,,"Nelson County, Kentucky",47012,117600,"Nelson County, Kentucky",2453,4487
"G2101810","2005-2009",,,"Kentucky","21","Nicholas County","181",,,,,,,,,,,,,,,,,,,,,,,,,,"Nicholas County, Kentucky",36389,73000,"Nicholas County, Kentucky",2745,6754
"G2101830","2005-2009",,,"Kentucky","21","Ohio County","183",,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio County, Kentucky",35587,76300,"Ohio County, Kentucky",2713,3391
"G2101850","2005-2009",,,"Kentucky","21","Oldham County","185",,,,,,,,,,,,,,,,,,,,,,,,,,"Oldham County, Kentucky",78460,230000,"Oldham County, Kentucky",2231,4892
"G2101870","2005-2009",,,"Kentucky","21","Owen County","187",,,,,,,,,,,,,,,,,,,,,,,,,,"Owen County, Kentucky",43481,103500,"Owen County, Kentucky",5597,7960
"G2101890","2005-2009",,,"Kentucky","21","Owsley County","189",,,,,,,,,,,,,,,,,,,,,,,,,,"Owsley County, Kentucky",18869,63500,"Owsley County, Kentucky",6161,11141
"G2101910","2005-2009",,,"Kentucky","21","Pendleton County","191",,,,,,,,,,,,,,,,,,,,,,,,,,"Pendleton County, Kentucky",44343,103000,"Pendleton County, Kentucky",3468,6773
"G2101930","2005-2009",,,"Kentucky","21","Perry County","193",,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Kentucky",31151,54600,"Perry County, Kentucky",4911,4627
"G2101950","2005-2009",,,"Kentucky","21","Pike County","195",,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Kentucky",32271,63600,"Pike County, Kentucky",1658,3234
"G2101970","2005-2009",,,"Kentucky","21","Powell County","197",,,,,,,,,,,,,,,,,,,,,,,,,,"Powell County, Kentucky",30442,78800,"Powell County, Kentucky",3889,5871
"G2101990","2005-2009",,,"Kentucky","21","Pulaski County","199",,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Kentucky",32434,92700,"Pulaski County, Kentucky",1396,2953
"G2102010","2005-2009",,,"Kentucky","21","Robertson County","201",,,,,,,,,,,,,,,,,,,,,,,,,,"Robertson County, Kentucky",30647,62400,"Robertson County, Kentucky",8275,9986
"G2102030","2005-2009",,,"Kentucky","21","Rockcastle County","203",,,,,,,,,,,,,,,,,,,,,,,,,,"Rockcastle County, Kentucky",25643,68000,"Rockcastle County, Kentucky",2570,7106
"G2102050","2005-2009",,,"Kentucky","21","Rowan County","205",,,,,,,,,,,,,,,,,,,,,,,,,,"Rowan County, Kentucky",30803,85900,"Rowan County, Kentucky",4329,7683
"G2102070","2005-2009",,,"Kentucky","21","Russell County","207",,,,,,,,,,,,,,,,,,,,,,,,,,"Russell County, Kentucky",29153,79400,"Russell County, Kentucky",2252,4433
"G2102090","2005-2009",,,"Kentucky","21","Scott County","209",,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Kentucky",59764,162000,"Scott County, Kentucky",3670,5126
"G2102110","2005-2009",,,"Kentucky","21","Shelby County","211",,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Kentucky",55748,172000,"Shelby County, Kentucky",2653,6078
"G2102130","2005-2009",,,"Kentucky","21","Simpson County","213",,,,,,,,,,,,,,,,,,,,,,,,,,"Simpson County, Kentucky",40720,110600,"Simpson County, Kentucky",2226,7781
"G2102150","2005-2009",,,"Kentucky","21","Spencer County","215",,,,,,,,,,,,,,,,,,,,,,,,,,"Spencer County, Kentucky",57611,168400,"Spencer County, Kentucky",6145,9614
"G2102170","2005-2009",,,"Kentucky","21","Taylor County","217",,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, Kentucky",33911,88000,"Taylor County, Kentucky",2580,4595
"G2102190","2005-2009",,,"Kentucky","21","Todd County","219",,,,,,,,,,,,,,,,,,,,,,,,,,"Todd County, Kentucky",40177,76900,"Todd County, Kentucky",2891,4575
"G2102210","2005-2009",,,"Kentucky","21","Trigg County","221",,,,,,,,,,,,,,,,,,,,,,,,,,"Trigg County, Kentucky",41250,88600,"Trigg County, Kentucky",3794,4676
"G2102230","2005-2009",,,"Kentucky","21","Trimble County","223",,,,,,,,,,,,,,,,,,,,,,,,,,"Trimble County, Kentucky",46759,111400,"Trimble County, Kentucky",3412,9844
"G2102250","2005-2009",,,"Kentucky","21","Union County","225",,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Kentucky",39133,76400,"Union County, Kentucky",3201,3509
"G2102270","2005-2009",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Kentucky",44060,132700,"Warren County, Kentucky",1376,2951
"G2102290","2005-2009",,,"Kentucky","21","Washington County","229",,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Kentucky",42995,99700,"Washington County, Kentucky",2994,9309
"G2102310","2005-2009",,,"Kentucky","21","Wayne County","231",,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Kentucky",26513,67200,"Wayne County, Kentucky",2134,5372
"G2102330","2005-2009",,,"Kentucky","21","Webster County","233",,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Kentucky",37519,63100,"Webster County, Kentucky",3057,4203
"G2102350","2005-2009",,,"Kentucky","21","Whitley County","235",,,,,,,,,,,,,,,,,,,,,,,,,,"Whitley County, Kentucky",27189,65400,"Whitley County, Kentucky",2188,4449
"G2102370","2005-2009",,,"Kentucky","21","Wolfe County","237",,,,,,,,,,,,,,,,,,,,,,,,,,"Wolfe County, Kentucky",20960,54200,"Wolfe County, Kentucky",4877,3265
"G2102390","2005-2009",,,"Kentucky","21","Woodford County","239",,,,,,,,,,,,,,,,,,,,,,,,,,"Woodford County, Kentucky",56478,170900,"Woodford County, Kentucky",2857,5401
"G2200010","2005-2009",,,"Louisiana","22","Acadia Parish","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Acadia Parish, Louisiana",33882,83200,"Acadia Parish, Louisiana",3098,2890
"G2200030","2005-2009",,,"Louisiana","22","Allen Parish","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Allen Parish, Louisiana",36463,73100,"Allen Parish, Louisiana",2717,3577
"G2200050","2005-2009",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Ascension Parish, Louisiana",60874,157200,"Ascension Parish, Louisiana",2678,3876
"G2200070","2005-2009",,,"Louisiana","22","Assumption Parish","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Assumption Parish, Louisiana",43003,81900,"Assumption Parish, Louisiana",3509,5284
"G2200090","2005-2009",,,"Louisiana","22","Avoyelles Parish","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Avoyelles Parish, Louisiana",31123,79200,"Avoyelles Parish, Louisiana",1990,3631
